dataset,method,probe,test_fold,bin,f1_macro,n_test
aef,shrink_a0.5,knn,2,medium(150-500),0.5208695232319804,6126
aef,shrink_a0.5,knn,2,large(>500),0.5704285220910109,1936
aef,shrink_a0.5,linear,3,overall,0.5822941771879562,17045
aef,shrink_a0.5,linear,3,tiny(<50),0.4476631671311883,2620
aef,shrink_a0.5,linear,3,small(50-150),0.5111815922085634,6288
aef,shrink_a0.5,linear,3,medium(150-500),0.6347141396570998,6205
aef,shrink_a0.5,linear,3,large(>500),0.70373076982571,1932
aef,shrink_a0.5,knn,3,overall,0.4674568690127153,17045
aef,shrink_a0.5,knn,3,tiny(<50),0.2808914464551204,2620
aef,shrink_a0.5,knn,3,small(50-150),0.3997058743562598,6288
aef,shrink_a0.5,knn,3,medium(150-500),0.5041536412230134,6205
aef,shrink_a0.5,knn,3,large(>500),0.5573934037039455,1932
aef,shrink_a0.5,linear,4,overall,0.6090172736700503,17478
aef,shrink_a0.5,linear,4,tiny(<50),0.3804478089118049,2498
aef,shrink_a0.5,linear,4,small(50-150),0.5185397052316495,6773
aef,shrink_a0.5,linear,4,medium(150-500),0.6778000284866645,6372
aef,shrink_a0.5,linear,4,large(>500),0.7507981846484704,1835
aef,shrink_a0.5,knn,4,overall,0.4804075398857646,17478
aef,shrink_a0.5,knn,4,tiny(<50),0.2942394679769824,2498
aef,shrink_a0.5,knn,4,small(50-150),0.4024565586938646,6773
aef,shrink_a0.5,knn,4,medium(150-500),0.5325169330883441,6372
aef,shrink_a0.5,knn,4,large(>500),0.5806048249840441,1835
aef,shrink_a0.5,linear,5,overall,0.5895471386640198,16640
aef,shrink_a0.5,linear,5,tiny(<50),0.3604796561814873,2437
aef,shrink_a0.5,linear,5,small(50-150),0.5131575258546183,6214
aef,shrink_a0.5,linear,5,medium(150-500),0.6458565897843589,5956
aef,shrink_a0.5,linear,5,large(>500),0.6838885791603171,2033
aef,shrink_a0.5,knn,5,overall,0.4740671518551078,16640
aef,shrink_a0.5,knn,5,tiny(<50),0.3164978622162144,2437
aef,shrink_a0.5,knn,5,small(50-150),0.3900305026029029,6214
aef,shrink_a0.5,knn,5,medium(150-500),0.5134655530888579,5956
aef,shrink_a0.5,knn,5,large(>500),0.5883993482341877,2033
olmoearth,sample_cov,linear,1,overall,0.4262916690880123,17229
olmoearth,sample_cov,linear,1,tiny(<50),0.1958223460831548,2468
olmoearth,sample_cov,linear,1,small(50-150),0.316762414003324,6598
olmoearth,sample_cov,linear,1,medium(150-500),0.4973920328669307,6256
olmoearth,sample_cov,linear,1,large(>500),0.5493210814967993,1907
olmoearth,sample_cov,knn,1,overall,0.2218657911182943,17229
olmoearth,sample_cov,knn,1,tiny(<50),0.1188933754908659,2468
olmoearth,sample_cov,knn,1,small(50-150),0.183588664215833,6598
olmoearth,sample_cov,knn,1,medium(150-500),0.2487656474633933,6256
olmoearth,sample_cov,knn,1,large(>500),0.2818235199006962,1907
olmoearth,sample_cov,linear,2,overall,0.4199431835994841,17559
olmoearth,sample_cov,linear,2,tiny(<50),0.1900380676674503,2846
olmoearth,sample_cov,linear,2,small(50-150),0.3191370561792428,6651
olmoearth,sample_cov,linear,2,medium(150-500),0.4835018500656515,6126
olmoearth,sample_cov,linear,2,large(>500),0.5355023914926851,1936
olmoearth,sample_cov,knn,2,overall,0.2155044371485661,17559
olmoearth,sample_cov,knn,2,tiny(<50),0.1228695947762465,2846
olmoearth,sample_cov,knn,2,small(50-150),0.1624422812061612,6651
olmoearth,sample_cov,knn,2,medium(150-500),0.2528017036619087,6126
olmoearth,sample_cov,knn,2,large(>500),0.264376476679439,1936
olmoearth,sample_cov,linear,3,overall,0.4294111178126816,17045
olmoearth,sample_cov,linear,3,tiny(<50),0.2055344183502951,2620
olmoearth,sample_cov,linear,3,small(50-150),0.3137729771527748,6288
olmoearth,sample_cov,linear,3,medium(150-500),0.4998318458263597,6205
olmoearth,sample_cov,linear,3,large(>500),0.5562538969576463,1932
olmoearth,sample_cov,knn,3,overall,0.2289500736836295,17045
olmoearth,sample_cov,knn,3,tiny(<50),0.1284155502224934,2620
olmoearth,sample_cov,knn,3,small(50-150),0.1820896469423554,6288
olmoearth,sample_cov,knn,3,medium(150-500),0.2506222352051324,6205
olmoearth,sample_cov,knn,3,large(>500),0.3079997983377706,1932
olmoearth,sample_cov,linear,4,overall,0.418124763049705,17478
olmoearth,sample_cov,linear,4,tiny(<50),0.18120397392827,2498
olmoearth,sample_cov,linear,4,small(50-150),0.3297044972480881,6773
olmoearth,sample_cov,linear,4,medium(150-500),0.4833153296733658,6372
olmoearth,sample_cov,linear,4,large(>500),0.5568724528384127,1835
olmoearth,sample_cov,knn,4,overall,0.2205064680310093,17478
olmoearth,sample_cov,knn,4,tiny(<50),0.114296590292243,2498
olmoearth,sample_cov,knn,4,small(50-150),0.1693340887801358,6773
olmoearth,sample_cov,knn,4,medium(150-500),0.2552137244006939,6372
olmoearth,sample_cov,knn,4,large(>500),0.2900725533929898,1835
olmoearth,sample_cov,linear,5,overall,0.4235889756915738,16640
olmoearth,sample_cov,linear,5,tiny(<50),0.1818782189535461,2437
olmoearth,sample_cov,linear,5,small(50-150),0.3163909289258568,6214
olmoearth,sample_cov,linear,5,medium(150-500),0.4886662781353367,5956
olmoearth,sample_cov,linear,5,large(>500),0.5566213226274676,2033
olmoearth,sample_cov,knn,5,overall,0.2243711257395015,16640
olmoearth,sample_cov,knn,5,tiny(<50),0.1171922803743544,2437
olmoearth,sample_cov,knn,5,small(50-150),0.1860830238418928,6214
olmoearth,sample_cov,knn,5,medium(150-500),0.244654946545602,5956
olmoearth,sample_cov,knn,5,large(>500),0.2859119986648324,2033
olmoearth,ledoit_wolf,linear,1,overall,0.4246673229868732,17229
olmoearth,ledoit_wolf,linear,1,tiny(<50),0.1920246532814301,2468
olmoearth,ledoit_wolf,linear,1,small(50-150),0.3169331679264813,6598
olmoearth,ledoit_wolf,linear,1,medium(150-500),0.4955365860956107,6256
olmoearth,ledoit_wolf,linear,1,large(>500),0.5464603053749365,1907
olmoearth,ledoit_wolf,knn,1,overall,0.2203595785484547,17229
olmoearth,ledoit_wolf,knn,1,tiny(<50),0.116308665097522,2468
olmoearth,ledoit_wolf,knn,1,small(50-150),0.1816103654013411,6598
olmoearth,ledoit_wolf,knn,1,medium(150-500),0.2485433376593846,6256
olmoearth,ledoit_wolf,knn,1,large(>500),0.2812935782787596,1907
olmoearth,ledoit_wolf,linear,2,overall,0.4206224664755458,17559
olmoearth,ledoit_wolf,linear,2,tiny(<50),0.189470170656575,2846
olmoearth,ledoit_wolf,linear,2,small(50-150),0.3157243578785764,6651
olmoearth,ledoit_wolf,linear,2,medium(150-500),0.4863034303040394,6126
olmoearth,ledoit_wolf,linear,2,large(>500),0.5356074699692766,1936
olmoearth,ledoit_wolf,knn,2,overall,0.2145267640345785,17559
olmoearth,ledoit_wolf,knn,2,tiny(<50),0.1198831291986128,2846
olmoearth,ledoit_wolf,knn,2,small(50-150),0.1636049279875853,6651
olmoearth,ledoit_wolf,knn,2,medium(150-500),0.2510284578701205,6126
olmoearth,ledoit_wolf,knn,2,large(>500),0.267921217205202,1936
olmoearth,ledoit_wolf,linear,3,overall,0.4320350924800079,17045
olmoearth,ledoit_wolf,linear,3,tiny(<50),0.2012483053051457,2620
olmoearth,ledoit_wolf,linear,3,small(50-150),0.3176500356757997,6288
olmoearth,ledoit_wolf,linear,3,medium(150-500),0.5044869266218216,6205
olmoearth,ledoit_wolf,linear,3,large(>500),0.554555084853039,1932
olmoearth,ledoit_wolf,knn,3,overall,0.2282559681739371,17045
olmoearth,ledoit_wolf,knn,3,tiny(<50),0.1267386296583244,2620
olmoearth,ledoit_wolf,knn,3,small(50-150),0.1802769436580663,6288
olmoearth,ledoit_wolf,knn,3,medium(150-500),0.2522610128673166,6205
olmoearth,ledoit_wolf,knn,3,large(>500),0.3052238669254292,1932
olmoearth,ledoit_wolf,linear,4,overall,0.4131748665742634,17478
olmoearth,ledoit_wolf,linear,4,tiny(<50),0.1792108153216439,2498
olmoearth,ledoit_wolf,linear,4,small(50-150),0.3239428440673356,6773
olmoearth,ledoit_wolf,linear,4,medium(150-500),0.4754883020643923,6372
olmoearth,ledoit_wolf,linear,4,large(>500),0.5582492429015533,1835
olmoearth,ledoit_wolf,knn,4,overall,0.2206093901439317,17478
olmoearth,ledoit_wolf,knn,4,tiny(<50),0.1125173601159657,2498
olmoearth,ledoit_wolf,knn,4,small(50-150),0.1709942781385043,6773
olmoearth,ledoit_wolf,knn,4,medium(150-500),0.2551837643660681,6372
olmoearth,ledoit_wolf,knn,4,large(>500),0.2898736386320196,1835
olmoearth,ledoit_wolf,linear,5,overall,0.4237174042310181,16640
olmoearth,ledoit_wolf,linear,5,tiny(<50),0.1820583171920627,2437
olmoearth,ledoit_wolf,linear,5,small(50-150),0.3163167266944832,6214
olmoearth,ledoit_wolf,linear,5,medium(150-500),0.4880850195637854,5956
olmoearth,ledoit_wolf,linear,5,large(>500),0.554649846146366,2033
olmoearth,ledoit_wolf,knn,5,overall,0.2246025511995867,16640
olmoearth,ledoit_wolf,knn,5,tiny(<50),0.115836357869228,2437
olmoearth,ledoit_wolf,knn,5,small(50-150),0.1864203444628932,6214
olmoearth,ledoit_wolf,knn,5,medium(150-500),0.2463073624022226,5956
olmoearth,ledoit_wolf,knn,5,large(>500),0.2838167018085177,2033
olmoearth,oas,linear,1,overall,0.4262802120171154,17229
olmoearth,oas,linear,1,tiny(<50),0.1939177662788159,2468
olmoearth,oas,linear,1,small(50-150),0.313548970213474,6598
olmoearth,oas,linear,1,medium(150-500),0.5004295479119647,6256
olmoearth,oas,linear,1,large(>500),0.5448249028605824,1907
olmoearth,oas,knn,1,overall,0.2216629409826557,17229
olmoearth,oas,knn,1,tiny(<50),0.1193281418560278,2468
olmoearth,oas,knn,1,small(50-150),0.182733961406502,6598
olmoearth,oas,knn,1,medium(150-500),0.2479254780260798,6256
olmoearth,oas,knn,1,large(>500),0.2834203017675529,1907
olmoearth,oas,linear,2,overall,0.4217370544424934,17559
olmoearth,oas,linear,2,tiny(<50),0.1961799599652626,2846
olmoearth,oas,linear,2,small(50-150),0.3186365066846515,6651
olmoearth,oas,linear,2,medium(150-500),0.4841529321738802,6126
olmoearth,oas,linear,2,large(>500),0.5441966440244775,1936
olmoearth,oas,knn,2,overall,0.2156476239445909,17559
olmoearth,oas,knn,2,tiny(<50),0.123048870573866,2846
olmoearth,oas,knn,2,small(50-150),0.1633157701353487,6651
olmoearth,oas,knn,2,medium(150-500),0.2534966012304713,6126
olmoearth,oas,knn,2,large(>500),0.2627977907156554,1936
olmoearth,oas,linear,3,overall,0.428871463541639,17045
olmoearth,oas,linear,3,tiny(<50),0.2053846649096563,2620
olmoearth,oas,linear,3,small(50-150),0.3144676613259575,6288
olmoearth,oas,linear,3,medium(150-500),0.5002745139597804,6205
olmoearth,oas,linear,3,large(>500),0.5499154915353356,1932
olmoearth,oas,knn,3,overall,0.2286448345407409,17045
olmoearth,oas,knn,3,tiny(<50),0.1198502772870851,2620
olmoearth,oas,knn,3,small(50-150),0.1827912323500952,6288
olmoearth,oas,knn,3,medium(150-500),0.2506643339218796,6205
olmoearth,oas,knn,3,large(>500),0.3058942988242016,1932
olmoearth,oas,linear,4,overall,0.4191194661306339,17478
olmoearth,oas,linear,4,tiny(<50),0.1802650002213252,2498
olmoearth,oas,linear,4,small(50-150),0.3267007825112806,6773
olmoearth,oas,linear,4,medium(150-500),0.4850888292656543,6372
olmoearth,oas,linear,4,large(>500),0.5612557020662454,1835
olmoearth,oas,knn,4,overall,0.2201903968278902,17478
olmoearth,oas,knn,4,tiny(<50),0.1136849495853008,2498
olmoearth,oas,knn,4,small(50-150),0.1698326561246457,6773
olmoearth,oas,knn,4,medium(150-500),0.2547130418511506,6372
olmoearth,oas,knn,4,large(>500),0.2900540469626522,1835
olmoearth,oas,linear,5,overall,0.4266761694925302,16640
olmoearth,oas,linear,5,tiny(<50),0.1784686671171125,2437
olmoearth,oas,linear,5,small(50-150),0.3173489333314773,6214
olmoearth,oas,linear,5,medium(150-500),0.4910618646229324,5956
olmoearth,oas,linear,5,large(>500),0.5615897686020298,2033
olmoearth,oas,knn,5,overall,0.224293441348529,16640
olmoearth,oas,knn,5,tiny(<50),0.115952412356096,2437
olmoearth,oas,knn,5,small(50-150),0.1859346153585898,6214
olmoearth,oas,knn,5,medium(150-500),0.2454329429807101,5956
olmoearth,oas,knn,5,large(>500),0.2838335837011764,2033
olmoearth,diag_std,linear,1,overall,0.2297435530090493,17229
olmoearth,diag_std,linear,1,tiny(<50),0.0949191089234255,2468
olmoearth,diag_std,linear,1,small(50-150),0.1668396565845943,6598
olmoearth,diag_std,linear,1,medium(150-500),0.2677274649511074,6256
olmoearth,diag_std,linear,1,large(>500),0.3092487679600215,1907
olmoearth,diag_std,knn,1,overall,0.1400925191611853,17229
olmoearth,diag_std,knn,1,tiny(<50),0.0752341424327644,2468
olmoearth,diag_std,knn,1,small(50-150),0.1020260098071376,6598
olmoearth,diag_std,knn,1,medium(150-500),0.1590772842908497,6256
olmoearth,diag_std,knn,1,large(>500),0.1893672467044823,1907
olmoearth,diag_std,linear,2,overall,0.2223891199939573,17559
olmoearth,diag_std,linear,2,tiny(<50),0.1029469117176151,2846
olmoearth,diag_std,linear,2,small(50-150),0.1621047469356264,6651
olmoearth,diag_std,linear,2,medium(150-500),0.2557254963607274,6126
olmoearth,diag_std,linear,2,large(>500),0.2862362555661943,1936
olmoearth,diag_std,knn,2,overall,0.1409439866389228,17559
olmoearth,diag_std,knn,2,tiny(<50),0.0683024628823085,2846
olmoearth,diag_std,knn,2,small(50-150),0.1054102236191891,6651
olmoearth,diag_std,knn,2,medium(150-500),0.1606634279291624,6126
olmoearth,diag_std,knn,2,large(>500),0.1942682513225055,1936
olmoearth,diag_std,linear,3,overall,0.2208160420251673,17045
olmoearth,diag_std,linear,3,tiny(<50),0.0965545957115392,2620
olmoearth,diag_std,linear,3,small(50-150),0.1613020140942037,6288
olmoearth,diag_std,linear,3,medium(150-500),0.2592057107058193,6205
olmoearth,diag_std,linear,3,large(>500),0.2944848801829174,1932
olmoearth,diag_std,knn,3,overall,0.1459681655188083,17045
olmoearth,diag_std,knn,3,tiny(<50),0.0708552544442569,2620
olmoearth,diag_std,knn,3,small(50-150),0.1115102664718727,6288
olmoearth,diag_std,knn,3,medium(150-500),0.1578728343040775,6205
olmoearth,diag_std,knn,3,large(>500),0.2206731187245522,1932
olmoearth,diag_std,linear,4,overall,0.2259654493172756,17478
olmoearth,diag_std,linear,4,tiny(<50),0.0965459844045788,2498
olmoearth,diag_std,linear,4,small(50-150),0.1614021918243146,6773
olmoearth,diag_std,linear,4,medium(150-500),0.2663096417901534,6372
olmoearth,diag_std,linear,4,large(>500),0.2900666778056566,1835
olmoearth,diag_std,knn,4,overall,0.1515302483804888,17478
olmoearth,diag_std,knn,4,tiny(<50),0.0891992515424842,2498
olmoearth,diag_std,knn,4,small(50-150),0.1138033015314285,6773
olmoearth,diag_std,knn,4,medium(150-500),0.1719482786569231,6372
olmoearth,diag_std,knn,4,large(>500),0.2078171450508513,1835
olmoearth,diag_std,linear,5,overall,0.2282105857821498,16640
olmoearth,diag_std,linear,5,tiny(<50),0.1019951295653939,2437
olmoearth,diag_std,linear,5,small(50-150),0.1615593189919957,6214
olmoearth,diag_std,linear,5,medium(150-500),0.2627175844728292,5956
olmoearth,diag_std,linear,5,large(>500),0.3055367359659687,2033
olmoearth,diag_std,knn,5,overall,0.1439477942583835,16640
olmoearth,diag_std,knn,5,tiny(<50),0.0844747402953622,2437
olmoearth,diag_std,knn,5,small(50-150),0.1027290373559877,6214
olmoearth,diag_std,knn,5,medium(150-500),0.1550538706710345,5956
olmoearth,diag_std,knn,5,large(>500),0.2083261597425099,2033
olmoearth,shrink_a0.01,linear,1,overall,0.4263970297770493,17229
olmoearth,shrink_a0.01,linear,1,tiny(<50),0.1958223460831548,2468
olmoearth,shrink_a0.01,linear,1,small(50-150),0.316762414003324,6598
olmoearth,shrink_a0.01,linear,1,medium(150-500),0.4976544242411045,6256
olmoearth,shrink_a0.01,linear,1,large(>500),0.5493210814967993,1907
olmoearth,shrink_a0.01,knn,1,overall,0.2218165774101304,17229
olmoearth,shrink_a0.01,knn,1,tiny(<50),0.1188674009018692,2468
olmoearth,shrink_a0.01,knn,1,small(50-150),0.1834039129241009,6598
olmoearth,shrink_a0.01,knn,1,medium(150-500),0.2488111617632314,6256
olmoearth,shrink_a0.01,knn,1,large(>500),0.2816866514132565,1907
olmoearth,shrink_a0.01,linear,2,overall,0.4197202667927356,17559
olmoearth,shrink_a0.01,linear,2,tiny(<50),0.1892693966820903,2846
olmoearth,shrink_a0.01,linear,2,small(50-150),0.3187191677737441,6651
olmoearth,shrink_a0.01,linear,2,medium(150-500),0.4834673814380898,6126
olmoearth,shrink_a0.01,linear,2,large(>500),0.5349749603898082,1936
olmoearth,shrink_a0.01,knn,2,overall,0.2144468588600093,17559
olmoearth,shrink_a0.01,knn,2,tiny(<50),0.1228962139614558,2846
olmoearth,shrink_a0.01,knn,2,small(50-150),0.1624382351951526,6651
olmoearth,shrink_a0.01,knn,2,medium(150-500),0.2512401612336711,6126
olmoearth,shrink_a0.01,knn,2,large(>500),0.2622940819263626,1936
olmoearth,shrink_a0.01,linear,3,overall,0.4295769782753745,17045
olmoearth,shrink_a0.01,linear,3,tiny(<50),0.2061050867549917,2620
olmoearth,shrink_a0.01,linear,3,small(50-150),0.3130017045775424,6288
olmoearth,shrink_a0.01,linear,3,medium(150-500),0.5000499596609354,6205
olmoearth,shrink_a0.01,linear,3,large(>500),0.557023020575437,1932
olmoearth,shrink_a0.01,knn,3,overall,0.2285521212836408,17045
olmoearth,shrink_a0.01,knn,3,tiny(<50),0.1286083921131615,2620
olmoearth,shrink_a0.01,knn,3,small(50-150),0.182001962867509,6288
olmoearth,shrink_a0.01,knn,3,medium(150-500),0.2501693505990163,6205
olmoearth,shrink_a0.01,knn,3,large(>500),0.3040197972946937,1932
olmoearth,shrink_a0.01,linear,4,overall,0.4184843025790329,17478
olmoearth,shrink_a0.01,linear,4,tiny(<50),0.1800058824738227,2498
olmoearth,shrink_a0.01,linear,4,small(50-150),0.3296672925037163,6773
olmoearth,shrink_a0.01,linear,4,medium(150-500),0.480891092435191,6372
olmoearth,shrink_a0.01,linear,4,large(>500),0.5642406241251404,1835
olmoearth,shrink_a0.01,knn,4,overall,0.2208064762426789,17478
olmoearth,shrink_a0.01,knn,4,tiny(<50),0.1142007940909981,2498
olmoearth,shrink_a0.01,knn,4,small(50-150),0.1700014302429123,6773
olmoearth,shrink_a0.01,knn,4,medium(150-500),0.2552687547886548,6372
olmoearth,shrink_a0.01,knn,4,large(>500),0.2900920577975932,1835
olmoearth,shrink_a0.01,linear,5,overall,0.4227200901689196,16640
olmoearth,shrink_a0.01,linear,5,tiny(<50),0.1822839498444627,2437
olmoearth,shrink_a0.01,linear,5,small(50-150),0.314820219889332,6214
olmoearth,shrink_a0.01,linear,5,medium(150-500),0.4861296278682468,5956
olmoearth,shrink_a0.01,linear,5,large(>500),0.5596344448162274,2033
olmoearth,shrink_a0.01,knn,5,overall,0.2246256159434495,16640
olmoearth,shrink_a0.01,knn,5,tiny(<50),0.1170018910824601,2437
olmoearth,shrink_a0.01,knn,5,small(50-150),0.1855089402730509,6214
olmoearth,shrink_a0.01,knn,5,medium(150-500),0.2457215981689014,5956
olmoearth,shrink_a0.01,knn,5,large(>500),0.2859119986648324,2033
olmoearth,shrink_a0.05,linear,1,overall,0.4262916690880123,17229
olmoearth,shrink_a0.05,linear,1,tiny(<50),0.1958223460831548,2468
olmoearth,shrink_a0.05,linear,1,small(50-150),0.316762414003324,6598
olmoearth,shrink_a0.05,linear,1,medium(150-500),0.4973920328669307,6256
olmoearth,shrink_a0.05,linear,1,large(>500),0.5493210814967993,1907
olmoearth,shrink_a0.05,knn,1,overall,0.2222096201712016,17229
olmoearth,shrink_a0.05,knn,1,tiny(<50),0.1197279042023512,2468
olmoearth,shrink_a0.05,knn,1,small(50-150),0.183229559723427,6598
olmoearth,shrink_a0.05,knn,1,medium(150-500),0.249224444918598,6256
olmoearth,shrink_a0.05,knn,1,large(>500),0.2814881155607954,1907
olmoearth,shrink_a0.05,linear,2,overall,0.4211290136874789,17559
olmoearth,shrink_a0.05,linear,2,tiny(<50),0.196287509137126,2846
olmoearth,shrink_a0.05,linear,2,small(50-150),0.3185638350922148,6651
olmoearth,shrink_a0.05,linear,2,medium(150-500),0.4827722855149218,6126
olmoearth,shrink_a0.05,linear,2,large(>500),0.5433850569666654,1936
olmoearth,shrink_a0.05,knn,2,overall,0.2141851873874011,17559
olmoearth,shrink_a0.05,knn,2,tiny(<50),0.1214036788056326,2846
olmoearth,shrink_a0.05,knn,2,small(50-150),0.1634455389957444,6651
olmoearth,shrink_a0.05,knn,2,medium(150-500),0.2513916172892014,6126
olmoearth,shrink_a0.05,knn,2,large(>500),0.2614028222611418,1936
olmoearth,shrink_a0.05,linear,3,overall,0.429163472304148,17045
olmoearth,shrink_a0.05,linear,3,tiny(<50),0.2055344183502951,2620
olmoearth,shrink_a0.05,linear,3,small(50-150),0.3129133642241963,6288
olmoearth,shrink_a0.05,linear,3,medium(150-500),0.4998318458263597,6205
olmoearth,shrink_a0.05,linear,3,large(>500),0.5562538969576463,1932
olmoearth,shrink_a0.05,knn,3,overall,0.2267629403347476,17045
olmoearth,shrink_a0.05,knn,3,tiny(<50),0.1195523927973662,2620
olmoearth,shrink_a0.05,knn,3,small(50-150),0.1843968778007175,6288
olmoearth,shrink_a0.05,knn,3,medium(150-500),0.2469834161831779,6205
olmoearth,shrink_a0.05,knn,3,large(>500),0.3037378661041796,1932
olmoearth,shrink_a0.05,linear,4,overall,0.4195988119388321,17478
olmoearth,shrink_a0.05,linear,4,tiny(<50),0.1794060926481995,2498
olmoearth,shrink_a0.05,linear,4,small(50-150),0.3306887559209719,6773
olmoearth,shrink_a0.05,linear,4,medium(150-500),0.4850025693372522,6372
olmoearth,shrink_a0.05,linear,4,large(>500),0.5597506153594405,1835
olmoearth,shrink_a0.05,knn,4,overall,0.2209357451650929,17478
olmoearth,shrink_a0.05,knn,4,tiny(<50),0.1138754415912088,2498
olmoearth,shrink_a0.05,knn,4,small(50-150),0.1709576586831104,6773
olmoearth,shrink_a0.05,knn,4,medium(150-500),0.2554262127458668,6372
olmoearth,shrink_a0.05,knn,4,large(>500),0.2884413673770793,1835
olmoearth,shrink_a0.05,linear,5,overall,0.4229512528403027,16640
olmoearth,shrink_a0.05,linear,5,tiny(<50),0.180024100301271,2437
olmoearth,shrink_a0.05,linear,5,small(50-150),0.3147863947717326,6214
olmoearth,shrink_a0.05,linear,5,medium(150-500),0.4898066586182135,5956
olmoearth,shrink_a0.05,linear,5,large(>500),0.545146655544769,2033
olmoearth,shrink_a0.05,knn,5,overall,0.2237555567713401,16640
olmoearth,shrink_a0.05,knn,5,tiny(<50),0.1070942891204675,2437
olmoearth,shrink_a0.05,knn,5,small(50-150),0.1855808825661462,6214
olmoearth,shrink_a0.05,knn,5,medium(150-500),0.244685660262126,5956
olmoearth,shrink_a0.05,knn,5,large(>500),0.2837036500171106,2033
olmoearth,shrink_a0.1,linear,1,overall,0.4263970297770493,17229
olmoearth,shrink_a0.1,linear,1,tiny(<50),0.1958223460831548,2468
olmoearth,shrink_a0.1,linear,1,small(50-150),0.316762414003324,6598
olmoearth,shrink_a0.1,linear,1,medium(150-500),0.4976544242411045,6256
olmoearth,shrink_a0.1,linear,1,large(>500),0.5493210814967993,1907
olmoearth,shrink_a0.1,knn,1,overall,0.2215329150303391,17229
olmoearth,shrink_a0.1,knn,1,tiny(<50),0.1190289292065276,2468
olmoearth,shrink_a0.1,knn,1,small(50-150),0.1827287340745245,6598
olmoearth,shrink_a0.1,knn,1,medium(150-500),0.2506585534961576,6256
olmoearth,shrink_a0.1,knn,1,large(>500),0.2772793996528006,1907
olmoearth,shrink_a0.1,linear,2,overall,0.4201239159755624,17559
olmoearth,shrink_a0.1,linear,2,tiny(<50),0.1899590351457761,2846
olmoearth,shrink_a0.1,linear,2,small(50-150),0.3195974664146415,6651
olmoearth,shrink_a0.1,linear,2,medium(150-500),0.4828933181418338,6126
olmoearth,shrink_a0.1,linear,2,large(>500),0.5360483919753509,1936
olmoearth,shrink_a0.1,knn,2,overall,0.2144535056039286,17559
olmoearth,shrink_a0.1,knn,2,tiny(<50),0.1205298369884463,2846
olmoearth,shrink_a0.1,knn,2,small(50-150),0.1648712469390793,6651
olmoearth,shrink_a0.1,knn,2,medium(150-500),0.2515137410768198,6126
olmoearth,shrink_a0.1,knn,2,large(>500),0.2553169712391139,1936
olmoearth,shrink_a0.1,linear,3,overall,0.4295934876921309,17045
olmoearth,shrink_a0.1,linear,3,tiny(<50),0.2061050867549917,2620
olmoearth,shrink_a0.1,linear,3,small(50-150),0.3130208696672483,6288
olmoearth,shrink_a0.1,linear,3,medium(150-500),0.500060228415003,6205
olmoearth,shrink_a0.1,linear,3,large(>500),0.557023020575437,1932
olmoearth,shrink_a0.1,knn,3,overall,0.226609775539186,17045
olmoearth,shrink_a0.1,knn,3,tiny(<50),0.1197721101174107,2620
olmoearth,shrink_a0.1,knn,3,small(50-150),0.1805189934280184,6288
olmoearth,shrink_a0.1,knn,3,medium(150-500),0.2488350824918809,6205
olmoearth,shrink_a0.1,knn,3,large(>500),0.3026665978980137,1932
olmoearth,shrink_a0.1,linear,4,overall,0.4184843025790329,17478
olmoearth,shrink_a0.1,linear,4,tiny(<50),0.1800058824738227,2498
olmoearth,shrink_a0.1,linear,4,small(50-150),0.3296672925037163,6773
olmoearth,shrink_a0.1,linear,4,medium(150-500),0.480891092435191,6372
olmoearth,shrink_a0.1,linear,4,large(>500),0.5642406241251404,1835
olmoearth,shrink_a0.1,knn,4,overall,0.2216191835807128,17478
olmoearth,shrink_a0.1,knn,4,tiny(<50),0.112445387687256,2498
olmoearth,shrink_a0.1,knn,4,small(50-150),0.1697671932122575,6773
olmoearth,shrink_a0.1,knn,4,medium(150-500),0.2577723432635468,6372
olmoearth,shrink_a0.1,knn,4,large(>500),0.2900603600082003,1835
olmoearth,shrink_a0.1,linear,5,overall,0.4227930683656473,16640
olmoearth,shrink_a0.1,linear,5,tiny(<50),0.1822839498444627,2437
olmoearth,shrink_a0.1,linear,5,small(50-150),0.314820219889332,6214
olmoearth,shrink_a0.1,linear,5,medium(150-500),0.4861296278682468,5956
olmoearth,shrink_a0.1,linear,5,large(>500),0.5599468459968749,2033
olmoearth,shrink_a0.1,knn,5,overall,0.2248092538498073,16640
olmoearth,shrink_a0.1,knn,5,tiny(<50),0.1172763721274685,2437
olmoearth,shrink_a0.1,knn,5,small(50-150),0.1866469835376985,6214
olmoearth,shrink_a0.1,knn,5,medium(150-500),0.2414413251897477,5956
olmoearth,shrink_a0.1,knn,5,large(>500),0.2912901812411346,2033
olmoearth,shrink_a0.25,linear,1,overall,0.4231800725755147,17229
olmoearth,shrink_a0.25,linear,1,tiny(<50),0.1973895885361808,2468
olmoearth,shrink_a0.25,linear,1,small(50-150),0.3136195886408629,6598
olmoearth,shrink_a0.25,linear,1,medium(150-500),0.4975210754411605,6256
olmoearth,shrink_a0.25,linear,1,large(>500),0.5349781229168573,1907
olmoearth,shrink_a0.25,knn,1,overall,0.2193513348203409,17229
olmoearth,shrink_a0.25,knn,1,tiny(<50),0.1172851344995404,2468
olmoearth,shrink_a0.25,knn,1,small(50-150),0.1813186493354247,6598
olmoearth,shrink_a0.25,knn,1,medium(150-500),0.2462573012607816,6256
olmoearth,shrink_a0.25,knn,1,large(>500),0.2733470944626313,1907
