dataset,method,probe,test_fold,bin,f1_macro,n_test
olmoearth,shrink_a0.25,linear,2,overall,0.4205111404292371,17559
olmoearth,shrink_a0.25,linear,2,tiny(<50),0.1898430694912825,2846
olmoearth,shrink_a0.25,linear,2,small(50-150),0.3193172625325121,6651
olmoearth,shrink_a0.25,linear,2,medium(150-500),0.4838719702322752,6126
olmoearth,shrink_a0.25,linear,2,large(>500),0.5360483919753509,1936
olmoearth,shrink_a0.25,knn,2,overall,0.2127913863467594,17559
olmoearth,shrink_a0.25,knn,2,tiny(<50),0.1209621326611366,2846
olmoearth,shrink_a0.25,knn,2,small(50-150),0.1648135947495587,6651
olmoearth,shrink_a0.25,knn,2,medium(150-500),0.2482101670233008,6126
olmoearth,shrink_a0.25,knn,2,large(>500),0.257428381375417,1936
olmoearth,shrink_a0.25,linear,3,overall,0.4293384830652734,17045
olmoearth,shrink_a0.25,linear,3,tiny(<50),0.2046054714013007,2620
olmoearth,shrink_a0.25,linear,3,small(50-150),0.3148591647078943,6288
olmoearth,shrink_a0.25,linear,3,medium(150-500),0.4998433311604052,6205
olmoearth,shrink_a0.25,linear,3,large(>500),0.5541360420808958,1932
olmoearth,shrink_a0.25,knn,3,overall,0.224870355650622,17045
olmoearth,shrink_a0.25,knn,3,tiny(<50),0.1210709344416267,2620
olmoearth,shrink_a0.25,knn,3,small(50-150),0.1799191849355739,6288
olmoearth,shrink_a0.25,knn,3,medium(150-500),0.2452418972016373,6205
olmoearth,shrink_a0.25,knn,3,large(>500),0.2945535643578156,1932
olmoearth,shrink_a0.25,linear,4,overall,0.4178513360500653,17478
olmoearth,shrink_a0.25,linear,4,tiny(<50),0.1820022705785843,2498
olmoearth,shrink_a0.25,linear,4,small(50-150),0.3303024830441726,6773
olmoearth,shrink_a0.25,linear,4,medium(150-500),0.4819193881150096,6372
olmoearth,shrink_a0.25,linear,4,large(>500),0.559007030460002,1835
olmoearth,shrink_a0.25,knn,4,overall,0.2176888370964181,17478
olmoearth,shrink_a0.25,knn,4,tiny(<50),0.1093940872663007,2498
olmoearth,shrink_a0.25,knn,4,small(50-150),0.1678722740653063,6773
olmoearth,shrink_a0.25,knn,4,medium(150-500),0.2497323315090883,6372
olmoearth,shrink_a0.25,knn,4,large(>500),0.2860874914166453,1835
olmoearth,shrink_a0.25,linear,5,overall,0.4239356336092309,16640
olmoearth,shrink_a0.25,linear,5,tiny(<50),0.1784227409565403,2437
olmoearth,shrink_a0.25,linear,5,small(50-150),0.3186674584532203,6214
olmoearth,shrink_a0.25,linear,5,medium(150-500),0.4871433700550787,5956
olmoearth,shrink_a0.25,linear,5,large(>500),0.553923016876301,2033
olmoearth,shrink_a0.25,knn,5,overall,0.2247058534571914,16640
olmoearth,shrink_a0.25,knn,5,tiny(<50),0.1135975418601612,2437
olmoearth,shrink_a0.25,knn,5,small(50-150),0.1848039877222221,6214
olmoearth,shrink_a0.25,knn,5,medium(150-500),0.2442823428149431,5956
olmoearth,shrink_a0.25,knn,5,large(>500),0.2868867942869003,2033
olmoearth,shrink_a0.5,linear,1,overall,0.4249788212086553,17229
olmoearth,shrink_a0.5,linear,1,tiny(<50),0.1939246382018155,2468
olmoearth,shrink_a0.5,linear,1,small(50-150),0.3149385191651389,6598
olmoearth,shrink_a0.5,linear,1,medium(150-500),0.4981882736767113,6256
olmoearth,shrink_a0.5,linear,1,large(>500),0.5438569796701008,1907
olmoearth,shrink_a0.5,knn,1,overall,0.2076804247141178,17229
olmoearth,shrink_a0.5,knn,1,tiny(<50),0.1052079700314448,2468
olmoearth,shrink_a0.5,knn,1,small(50-150),0.1793106880714662,6598
olmoearth,shrink_a0.5,knn,1,medium(150-500),0.2293778760441856,6256
olmoearth,shrink_a0.5,knn,1,large(>500),0.2573379687142291,1907
olmoearth,shrink_a0.5,linear,2,overall,0.4202590239881384,17559
olmoearth,shrink_a0.5,linear,2,tiny(<50),0.1899053523683516,2846
olmoearth,shrink_a0.5,linear,2,small(50-150),0.3195340714557462,6651
olmoearth,shrink_a0.5,linear,2,medium(150-500),0.4832230030326204,6126
olmoearth,shrink_a0.5,linear,2,large(>500),0.5361598280871235,1936
olmoearth,shrink_a0.5,knn,2,overall,0.1976436532926429,17559
olmoearth,shrink_a0.5,knn,2,tiny(<50),0.1108941063107056,2846
olmoearth,shrink_a0.5,knn,2,small(50-150),0.1575657129557659,6651
olmoearth,shrink_a0.5,knn,2,medium(150-500),0.2304444243345442,6126
olmoearth,shrink_a0.5,knn,2,large(>500),0.2270661643880226,1936
olmoearth,shrink_a0.5,linear,3,overall,0.4277841756186481,17045
olmoearth,shrink_a0.5,linear,3,tiny(<50),0.2071385999639042,2620
olmoearth,shrink_a0.5,linear,3,small(50-150),0.3154255457203894,6288
olmoearth,shrink_a0.5,linear,3,medium(150-500),0.4989438967318855,6205
olmoearth,shrink_a0.5,linear,3,large(>500),0.5477643883512591,1932
olmoearth,shrink_a0.5,knn,3,overall,0.2149357515371293,17045
olmoearth,shrink_a0.5,knn,3,tiny(<50),0.1121305093341891,2620
olmoearth,shrink_a0.5,knn,3,small(50-150),0.1729551437756785,6288
olmoearth,shrink_a0.5,knn,3,medium(150-500),0.2347776864918455,6205
olmoearth,shrink_a0.5,knn,3,large(>500),0.275674416782497,1932
olmoearth,shrink_a0.5,linear,4,overall,0.4196353030117533,17478
olmoearth,shrink_a0.5,linear,4,tiny(<50),0.1794060926481995,2498
olmoearth,shrink_a0.5,linear,4,small(50-150),0.3307482694939024,6773
olmoearth,shrink_a0.5,linear,4,medium(150-500),0.4850025693372522,6372
olmoearth,shrink_a0.5,linear,4,large(>500),0.5597506153594405,1835
olmoearth,shrink_a0.5,knn,4,overall,0.2159478183282264,17478
olmoearth,shrink_a0.5,knn,4,tiny(<50),0.1035444101608177,2498
olmoearth,shrink_a0.5,knn,4,small(50-150),0.1619652162814361,6773
olmoearth,shrink_a0.5,knn,4,medium(150-500),0.2539785373116313,6372
olmoearth,shrink_a0.5,knn,4,large(>500),0.2729908820056689,1835
olmoearth,shrink_a0.5,linear,5,overall,0.4264681811141843,16640
olmoearth,shrink_a0.5,linear,5,tiny(<50),0.1799519578137578,2437
olmoearth,shrink_a0.5,linear,5,small(50-150),0.3162751642107725,6214
olmoearth,shrink_a0.5,linear,5,medium(150-500),0.4920612167610668,5956
olmoearth,shrink_a0.5,linear,5,large(>500),0.5600801681905817,2033
olmoearth,shrink_a0.5,knn,5,overall,0.2132958149349579,16640
olmoearth,shrink_a0.5,knn,5,tiny(<50),0.1200324577771679,2437
olmoearth,shrink_a0.5,knn,5,small(50-150),0.1689907133380799,6214
olmoearth,shrink_a0.5,knn,5,medium(150-500),0.2352837468969252,5956
olmoearth,shrink_a0.5,knn,5,large(>500),0.2636977407031719,2033
tessera,sample_cov,linear,1,overall,0.5141094130553656,17136
tessera,sample_cov,linear,1,tiny(<50),0.3737802805906354,2459
tessera,sample_cov,linear,1,small(50-150),0.4799043303833621,6563
tessera,sample_cov,linear,1,medium(150-500),0.5567850906046174,6217
tessera,sample_cov,linear,1,large(>500),0.5413360901868103,1897
tessera,sample_cov,knn,1,overall,0.4242672940918645,17136
tessera,sample_cov,knn,1,tiny(<50),0.2811573227361991,2459
tessera,sample_cov,knn,1,small(50-150),0.3893702577426204,6563
tessera,sample_cov,knn,1,medium(150-500),0.4704953544208219,6217
tessera,sample_cov,knn,1,large(>500),0.4336592384877945,1897
tessera,sample_cov,linear,2,overall,0.470629955081747,17421
tessera,sample_cov,linear,2,tiny(<50),0.3654528117758292,2830
tessera,sample_cov,linear,2,small(50-150),0.4440271376488024,6609
tessera,sample_cov,linear,2,medium(150-500),0.5039555249945962,6052
tessera,sample_cov,linear,2,large(>500),0.5021237657453699,1930
tessera,sample_cov,knn,2,overall,0.3887870710794415,17421
tessera,sample_cov,knn,2,tiny(<50),0.2869989550939085,2830
tessera,sample_cov,knn,2,small(50-150),0.3567563294501634,6609
tessera,sample_cov,knn,2,medium(150-500),0.4262248980907999,6052
tessera,sample_cov,knn,2,large(>500),0.4132498157962287,1930
tessera,sample_cov,linear,3,overall,0.4760078413205735,16954
tessera,sample_cov,linear,3,tiny(<50),0.427625244681434,2615
tessera,sample_cov,linear,3,small(50-150),0.4561451315462979,6268
tessera,sample_cov,linear,3,medium(150-500),0.4932849942188755,6156
tessera,sample_cov,linear,3,large(>500),0.4987998404286709,1915
tessera,sample_cov,knn,3,overall,0.3629478011234197,16954
tessera,sample_cov,knn,3,tiny(<50),0.3110570306991702,2615
tessera,sample_cov,knn,3,small(50-150),0.352986318507168,6268
tessera,sample_cov,knn,3,medium(150-500),0.3738381567629186,6156
tessera,sample_cov,knn,3,large(>500),0.3611616916022049,1915
tessera,sample_cov,linear,4,overall,0.4959858947101144,17377
tessera,sample_cov,linear,4,tiny(<50),0.3342250631665696,2474
tessera,sample_cov,linear,4,small(50-150),0.4909736756672635,6719
tessera,sample_cov,linear,4,medium(150-500),0.5109569730165862,6351
tessera,sample_cov,linear,4,large(>500),0.5057691686348217,1833
tessera,sample_cov,knn,4,overall,0.3940001140010312,17377
tessera,sample_cov,knn,4,tiny(<50),0.2456674941617035,2474
tessera,sample_cov,knn,4,small(50-150),0.38787991907369,6719
tessera,sample_cov,knn,4,medium(150-500),0.409931661183015,6351
tessera,sample_cov,knn,4,large(>500),0.4015673185037877,1833
tessera,sample_cov,linear,5,overall,0.4697108160684846,16480
tessera,sample_cov,linear,5,tiny(<50),0.3117427390701824,2418
tessera,sample_cov,linear,5,small(50-150),0.4579084549177603,6155
tessera,sample_cov,linear,5,medium(150-500),0.4912775977646682,5899
tessera,sample_cov,linear,5,large(>500),0.5146947864103918,2008
tessera,sample_cov,knn,5,overall,0.377781705935884,16480
tessera,sample_cov,knn,5,tiny(<50),0.211353536153228,2418
tessera,sample_cov,knn,5,small(50-150),0.3682523089319161,6155
tessera,sample_cov,knn,5,medium(150-500),0.4020339876566296,5899
tessera,sample_cov,knn,5,large(>500),0.4133623830569657,2008
tessera,ledoit_wolf,linear,1,overall,0.5113511398234969,17136
tessera,ledoit_wolf,linear,1,tiny(<50),0.374225587461883,2459
tessera,ledoit_wolf,linear,1,small(50-150),0.4784115181947517,6563
tessera,ledoit_wolf,linear,1,medium(150-500),0.5534556911494458,6217
tessera,ledoit_wolf,linear,1,large(>500),0.5435938556533885,1897
tessera,ledoit_wolf,knn,1,overall,0.4248468423611751,17136
tessera,ledoit_wolf,knn,1,tiny(<50),0.2792975093432301,2459
tessera,ledoit_wolf,knn,1,small(50-150),0.3903892179804983,6563
tessera,ledoit_wolf,knn,1,medium(150-500),0.4704972509459652,6217
tessera,ledoit_wolf,knn,1,large(>500),0.4329170972318289,1897
tessera,ledoit_wolf,linear,2,overall,0.471117784032135,17421
tessera,ledoit_wolf,linear,2,tiny(<50),0.3519139691810087,2830
tessera,ledoit_wolf,linear,2,small(50-150),0.444602698339028,6609
tessera,ledoit_wolf,linear,2,medium(150-500),0.5039359444038327,6052
tessera,ledoit_wolf,linear,2,large(>500),0.503593806314651,1930
tessera,ledoit_wolf,knn,2,overall,0.387644735756147,17421
tessera,ledoit_wolf,knn,2,tiny(<50),0.2799473114901234,2830
tessera,ledoit_wolf,knn,2,small(50-150),0.3534276024658489,6609
tessera,ledoit_wolf,knn,2,medium(150-500),0.4274023939147826,6052
tessera,ledoit_wolf,knn,2,large(>500),0.4141846331916883,1930
tessera,ledoit_wolf,linear,3,overall,0.4764431824623199,16954
tessera,ledoit_wolf,linear,3,tiny(<50),0.4318174502511366,2615
tessera,ledoit_wolf,linear,3,small(50-150),0.4538568126588859,6268
tessera,ledoit_wolf,linear,3,medium(150-500),0.4964537454793639,6156
tessera,ledoit_wolf,linear,3,large(>500),0.4959273056386208,1915
tessera,ledoit_wolf,knn,3,overall,0.3635655285799826,16954
tessera,ledoit_wolf,knn,3,tiny(<50),0.3123900259651873,2615
tessera,ledoit_wolf,knn,3,small(50-150),0.3526706403909058,6268
tessera,ledoit_wolf,knn,3,medium(150-500),0.3748647532674156,6156
tessera,ledoit_wolf,knn,3,large(>500),0.3627937469291755,1915
tessera,ledoit_wolf,linear,4,overall,0.4946228414670277,17377
tessera,ledoit_wolf,linear,4,tiny(<50),0.3282064471034941,2474
tessera,ledoit_wolf,linear,4,small(50-150),0.4910485818957479,6719
tessera,ledoit_wolf,linear,4,medium(150-500),0.5088128843135531,6351
tessera,ledoit_wolf,linear,4,large(>500),0.5045850271203242,1833
tessera,ledoit_wolf,knn,4,overall,0.3936913031720901,17377
tessera,ledoit_wolf,knn,4,tiny(<50),0.2463227850380176,2474
tessera,ledoit_wolf,knn,4,small(50-150),0.385762101047911,6719
tessera,ledoit_wolf,knn,4,medium(150-500),0.4108840586730198,6351
tessera,ledoit_wolf,knn,4,large(>500),0.4015673185037877,1833
tessera,ledoit_wolf,linear,5,overall,0.4691595969364192,16480
tessera,ledoit_wolf,linear,5,tiny(<50),0.3115361272803478,2418
tessera,ledoit_wolf,linear,5,small(50-150),0.455983308634531,6155
tessera,ledoit_wolf,linear,5,medium(150-500),0.4904217033847444,5899
tessera,ledoit_wolf,linear,5,large(>500),0.5171038483636669,2008
tessera,ledoit_wolf,knn,5,overall,0.3775527627451713,16480
tessera,ledoit_wolf,knn,5,tiny(<50),0.2113560832820513,2418
tessera,ledoit_wolf,knn,5,small(50-150),0.3686067596919307,6155
tessera,ledoit_wolf,knn,5,medium(150-500),0.4008361000467903,5899
tessera,ledoit_wolf,knn,5,large(>500),0.4132679967455286,2008
tessera,oas,linear,1,overall,0.5103466774872089,17136
tessera,oas,linear,1,tiny(<50),0.3483751360647202,2459
tessera,oas,linear,1,small(50-150),0.4763584713472958,6563
tessera,oas,linear,1,medium(150-500),0.5550039103778119,6217
tessera,oas,linear,1,large(>500),0.5402131766760294,1897
tessera,oas,knn,1,overall,0.4250841250641263,17136
tessera,oas,knn,1,tiny(<50),0.2794038277147311,2459
tessera,oas,knn,1,small(50-150),0.3908936302572115,6563
tessera,oas,knn,1,medium(150-500),0.4702760713475888,6217
tessera,oas,knn,1,large(>500),0.4329170972318289,1897
tessera,oas,linear,2,overall,0.470342351306192,17421
tessera,oas,linear,2,tiny(<50),0.3504512154557626,2830
tessera,oas,linear,2,small(50-150),0.444448164628364,6609
tessera,oas,linear,2,medium(150-500),0.5040916050265613,6052
tessera,oas,linear,2,large(>500),0.5017716467177536,1930
tessera,oas,knn,2,overall,0.3885075613569516,17421
tessera,oas,knn,2,tiny(<50),0.2826256568215884,2830
tessera,oas,knn,2,small(50-150),0.3549137896502733,6609
tessera,oas,knn,2,medium(150-500),0.4269938338767367,6052
tessera,oas,knn,2,large(>500),0.4141846331916883,1930
tessera,oas,linear,3,overall,0.4760672283488361,16954
tessera,oas,linear,3,tiny(<50),0.43243906901199,2615
tessera,oas,linear,3,small(50-150),0.4540382275316121,6268
tessera,oas,linear,3,medium(150-500),0.4951136103342518,6156
tessera,oas,linear,3,large(>500),0.4981141067297879,1915
tessera,oas,knn,3,overall,0.3652025209518467,16954
tessera,oas,knn,3,tiny(<50),0.3232761015582691,2615
tessera,oas,knn,3,small(50-150),0.353801083608409,6268
tessera,oas,knn,3,medium(150-500),0.3753146641191603,6156
tessera,oas,knn,3,large(>500),0.3627937469291755,1915
tessera,oas,linear,4,overall,0.4949856450018248,17377
tessera,oas,linear,4,tiny(<50),0.3264296458590442,2474
tessera,oas,linear,4,small(50-150),0.4902678523242463,6719
tessera,oas,linear,4,medium(150-500),0.5105732115964372,6351
tessera,oas,linear,4,large(>500),0.5051333207713284,1833
tessera,oas,knn,4,overall,0.3941474037591108,17377
tessera,oas,knn,4,tiny(<50),0.2466102427436179,2474
tessera,oas,knn,4,small(50-150),0.3858415491548443,6719
tessera,oas,knn,4,medium(150-500),0.4109085640640731,6351
tessera,oas,knn,4,large(>500),0.4021591577788888,1833
tessera,oas,linear,5,overall,0.4698620491530845,16480
tessera,oas,linear,5,tiny(<50),0.3076909731397255,2418
tessera,oas,linear,5,small(50-150),0.456849598648971,6155
tessera,oas,linear,5,medium(150-500),0.4920638072912543,5899
tessera,oas,linear,5,large(>500),0.5169346833489613,2008
tessera,oas,knn,5,overall,0.3782819527435959,16480
tessera,oas,knn,5,tiny(<50),0.2147490853648599,2418
tessera,oas,knn,5,small(50-150),0.3687577997033699,6155
tessera,oas,knn,5,medium(150-500),0.4012072903461601,5899
tessera,oas,knn,5,large(>500),0.4129409593266821,2008
tessera,diag_std,linear,1,overall,0.4378970604971509,17136
tessera,diag_std,linear,1,tiny(<50),0.2922322218008965,2459
tessera,diag_std,linear,1,small(50-150),0.4116546334915365,6563
tessera,diag_std,linear,1,medium(150-500),0.4751966402208548,6217
tessera,diag_std,linear,1,large(>500),0.4598655139787023,1897
tessera,diag_std,knn,1,overall,0.3919779015982847,17136
tessera,diag_std,knn,1,tiny(<50),0.2811463154025702,2459
tessera,diag_std,knn,1,small(50-150),0.3593136026314648,6563
tessera,diag_std,knn,1,medium(150-500),0.4289906863582195,6217
tessera,diag_std,knn,1,large(>500),0.3958525929992956,1897
tessera,diag_std,linear,2,overall,0.4040357984131837,17421
tessera,diag_std,linear,2,tiny(<50),0.2805282618270254,2830
tessera,diag_std,linear,2,small(50-150),0.3805021610130171,6609
tessera,diag_std,linear,2,medium(150-500),0.4455514722495544,6052
tessera,diag_std,linear,2,large(>500),0.4192204665031515,1930
tessera,diag_std,knn,2,overall,0.3542369509813975,17421
tessera,diag_std,knn,2,tiny(<50),0.2709547655856166,2830
tessera,diag_std,knn,2,small(50-150),0.3274270746381704,6609
tessera,diag_std,knn,2,medium(150-500),0.3837676301402273,6052
tessera,diag_std,knn,2,large(>500),0.3540984489596888,1930
tessera,diag_std,linear,3,overall,0.4113091167025247,16954
tessera,diag_std,linear,3,tiny(<50),0.3759312501674954,2615
tessera,diag_std,linear,3,small(50-150),0.4040524311518483,6268
tessera,diag_std,linear,3,medium(150-500),0.4260879129845272,6156
tessera,diag_std,linear,3,large(>500),0.4070531769288123,1915
tessera,diag_std,knn,3,overall,0.3571487644319436,16954
tessera,diag_std,knn,3,tiny(<50),0.2870362548110317,2615
tessera,diag_std,knn,3,small(50-150),0.3454998018872363,6268
tessera,diag_std,knn,3,medium(150-500),0.3737493390480685,6156
tessera,diag_std,knn,3,large(>500),0.3792251065265354,1915
tessera,diag_std,linear,4,overall,0.4206306611212373,17377
tessera,diag_std,linear,4,tiny(<50),0.2887441404191838,2474
tessera,diag_std,linear,4,small(50-150),0.4218670747170939,6719
tessera,diag_std,linear,4,medium(150-500),0.4345547820553204,6351
tessera,diag_std,linear,4,large(>500),0.4177733481792513,1833
tessera,diag_std,knn,4,overall,0.3626436892023155,17377
tessera,diag_std,knn,4,tiny(<50),0.2041120506495517,2474
tessera,diag_std,knn,4,small(50-150),0.359808330963043,6719
tessera,diag_std,knn,4,medium(150-500),0.3754689968615946,6351
tessera,diag_std,knn,4,large(>500),0.3783308582006686,1833
tessera,diag_std,linear,5,overall,0.4069872423704648,16480
tessera,diag_std,linear,5,tiny(<50),0.253089094354826,2418
tessera,diag_std,linear,5,small(50-150),0.3968286538197657,6155
tessera,diag_std,linear,5,medium(150-500),0.4236273701512101,5899
tessera,diag_std,linear,5,large(>500),0.4493975724262769,2008
tessera,diag_std,knn,5,overall,0.3532266516029352,16480
tessera,diag_std,knn,5,tiny(<50),0.2057867043608449,2418
tessera,diag_std,knn,5,small(50-150),0.3373395075129247,6155
tessera,diag_std,knn,5,medium(150-500),0.3789923702505881,5899
tessera,diag_std,knn,5,large(>500),0.3917553216560948,2008
tessera,shrink_a0.01,linear,1,overall,0.5112769601156614,17136
tessera,shrink_a0.01,linear,1,tiny(<50),0.3750348738629461,2459
tessera,shrink_a0.01,linear,1,small(50-150),0.4789683682173861,6563
tessera,shrink_a0.01,linear,1,medium(150-500),0.5530902847107613,6217
tessera,shrink_a0.01,linear,1,large(>500),0.5396956274748168,1897
tessera,shrink_a0.01,knn,1,overall,0.4242534481766802,17136
tessera,shrink_a0.01,knn,1,tiny(<50),0.2811573227361991,2459
tessera,shrink_a0.01,knn,1,small(50-150),0.3894018394436728,6563
tessera,shrink_a0.01,knn,1,medium(150-500),0.4704953544208219,6217
tessera,shrink_a0.01,knn,1,large(>500),0.4329170972318289,1897
tessera,shrink_a0.01,linear,2,overall,0.4705813784918332,17421
tessera,shrink_a0.01,linear,2,tiny(<50),0.3650023670531093,2830
tessera,shrink_a0.01,linear,2,small(50-150),0.4436472651398067,6609
tessera,shrink_a0.01,linear,2,medium(150-500),0.5040974333866527,6052
tessera,shrink_a0.01,linear,2,large(>500),0.5021237657453699,1930
tessera,shrink_a0.01,knn,2,overall,0.3882087434134796,17421
tessera,shrink_a0.01,knn,2,tiny(<50),0.2869989550939085,2830
tessera,shrink_a0.01,knn,2,small(50-150),0.356240876435538,6609
tessera,shrink_a0.01,knn,2,medium(150-500),0.4251374937106164,6052
tessera,shrink_a0.01,knn,2,large(>500),0.4132498157962287,1930
tessera,shrink_a0.01,linear,3,overall,0.4734969729693111,16954
tessera,shrink_a0.01,linear,3,tiny(<50),0.4390508478503542,2615
tessera,shrink_a0.01,linear,3,small(50-150),0.4573080525902612,6268
tessera,shrink_a0.01,linear,3,medium(150-500),0.492832214543373,6156
tessera,shrink_a0.01,linear,3,large(>500),0.4707338652239213,1915
tessera,shrink_a0.01,knn,3,overall,0.3629873385196783,16954
tessera,shrink_a0.01,knn,3,tiny(<50),0.3110570306991702,2615
tessera,shrink_a0.01,knn,3,small(50-150),0.3530332864777021,6268
tessera,shrink_a0.01,knn,3,medium(150-500),0.3739032524323515,6156
tessera,shrink_a0.01,knn,3,large(>500),0.3611616916022049,1915
tessera,shrink_a0.01,linear,4,overall,0.4953632879659477,17377
tessera,shrink_a0.01,linear,4,tiny(<50),0.3337894144987662,2474
tessera,shrink_a0.01,linear,4,small(50-150),0.4900435125482363,6719
tessera,shrink_a0.01,linear,4,medium(150-500),0.5106393094842475,6351
tessera,shrink_a0.01,linear,4,large(>500),0.5057691686348217,1833
tessera,shrink_a0.01,knn,4,overall,0.3942975869413541,17377
tessera,shrink_a0.01,knn,4,tiny(<50),0.2473711992425558,2474
tessera,shrink_a0.01,knn,4,small(50-150),0.3882798892882498,6719
tessera,shrink_a0.01,knn,4,medium(150-500),0.409931661183015,6351
tessera,shrink_a0.01,knn,4,large(>500),0.4015673185037877,1833
tessera,shrink_a0.01,linear,5,overall,0.4687236855208288,16480
tessera,shrink_a0.01,linear,5,tiny(<50),0.3103529629495003,2418
tessera,shrink_a0.01,linear,5,small(50-150),0.4562983891711805,6155
tessera,shrink_a0.01,linear,5,medium(150-500),0.4909247243751358,5899
tessera,shrink_a0.01,linear,5,large(>500),0.5169346833489613,2008
tessera,shrink_a0.01,knn,5,overall,0.3775973936194942,16480
tessera,shrink_a0.01,knn,5,tiny(<50),0.2113428677877504,2418
tessera,shrink_a0.01,knn,5,small(50-150),0.367902194598907,6155
tessera,shrink_a0.01,knn,5,medium(150-500),0.4020339876566296,5899
tessera,shrink_a0.01,knn,5,large(>500),0.4133623830569657,2008
tessera,shrink_a0.05,linear,1,overall,0.5109171786615168,17136
tessera,shrink_a0.05,linear,1,tiny(<50),0.3612614840243798,2459
tessera,shrink_a0.05,linear,1,small(50-150),0.4794019483004029,6563
tessera,shrink_a0.05,linear,1,medium(150-500),0.5536960008131175,6217
tessera,shrink_a0.05,linear,1,large(>500),0.5387371100236719,1897
tessera,shrink_a0.05,knn,1,overall,0.4238833007577565,17136
tessera,shrink_a0.05,knn,1,tiny(<50),0.279079907368032,2459
tessera,shrink_a0.05,knn,1,small(50-150),0.3891546145233516,6563
tessera,shrink_a0.05,knn,1,medium(150-500),0.4697995246905812,6217
tessera,shrink_a0.05,knn,1,large(>500),0.4329170972318289,1897
tessera,shrink_a0.05,linear,2,overall,0.4699952280766041,17421
tessera,shrink_a0.05,linear,2,tiny(<50),0.3648361613039964,2830
tessera,shrink_a0.05,linear,2,small(50-150),0.4440733753639804,6609
tessera,shrink_a0.05,linear,2,medium(150-500),0.5023938532956741,6052
tessera,shrink_a0.05,linear,2,large(>500),0.5021237657453699,1930
tessera,shrink_a0.05,knn,2,overall,0.388376192067793,17421
tessera,shrink_a0.05,knn,2,tiny(<50),0.2830438876810821,2830
tessera,shrink_a0.05,knn,2,small(50-150),0.3552736985723401,6609
tessera,shrink_a0.05,knn,2,medium(150-500),0.4272550196206011,6052
tessera,shrink_a0.05,knn,2,large(>500),0.4141846331916883,1930
tessera,shrink_a0.05,linear,3,overall,0.473232371723697,16954
tessera,shrink_a0.05,linear,3,tiny(<50),0.4391217749976571,2615
tessera,shrink_a0.05,linear,3,small(50-150),0.4573312955268039,6268
tessera,shrink_a0.05,linear,3,medium(150-500),0.4920640320531699,6156
tessera,shrink_a0.05,linear,3,large(>500),0.4716313369238725,1915
tessera,shrink_a0.05,knn,3,overall,0.3625080536403088,16954
tessera,shrink_a0.05,knn,3,tiny(<50),0.3110570306991702,2615
tessera,shrink_a0.05,knn,3,small(50-150),0.3519393926291634,6268
tessera,shrink_a0.05,knn,3,medium(150-500),0.3736950606493106,6156
tessera,shrink_a0.05,knn,3,large(>500),0.3611616916022049,1915
tessera,shrink_a0.05,linear,4,overall,0.4949974570888453,17377
tessera,shrink_a0.05,linear,4,tiny(<50),0.3328446753182417,2474
tessera,shrink_a0.05,linear,4,small(50-150),0.4916563366222982,6719
tessera,shrink_a0.05,linear,4,medium(150-500),0.5083890125684816,6351
tessera,shrink_a0.05,linear,4,large(>500),0.5043175197906297,1833
tessera,shrink_a0.05,knn,4,overall,0.3944195956069935,17377
tessera,shrink_a0.05,knn,4,tiny(<50),0.2480850782922984,2474
tessera,shrink_a0.05,knn,4,small(50-150),0.387175203380617,6719
tessera,shrink_a0.05,knn,4,medium(150-500),0.4108698433220821,6351
tessera,shrink_a0.05,knn,4,large(>500),0.4015673185037877,1833
tessera,shrink_a0.05,linear,5,overall,0.4697606394444046,16480
tessera,shrink_a0.05,linear,5,tiny(<50),0.3116474745781681,2418
tessera,shrink_a0.05,linear,5,small(50-150),0.4579685623062421,6155
tessera,shrink_a0.05,linear,5,medium(150-500),0.4913097196240688,5899
tessera,shrink_a0.05,linear,5,large(>500),0.5146947864103918,2008
tessera,shrink_a0.05,knn,5,overall,0.3775611607026312,16480
tessera,shrink_a0.05,knn,5,tiny(<50),0.2112350150011378,2418
tessera,shrink_a0.05,knn,5,small(50-150),0.3680505353164874,6155
tessera,shrink_a0.05,knn,5,medium(150-500),0.4015765754229624,5899
tessera,shrink_a0.05,knn,5,large(>500),0.4133623830569657,2008
tessera,shrink_a0.1,linear,1,overall,0.5105753059486251,17136
tessera,shrink_a0.1,linear,1,tiny(<50),0.3611079487725582,2459
tessera,shrink_a0.1,linear,1,small(50-150),0.4800066791233106,6563
tessera,shrink_a0.1,linear,1,medium(150-500),0.5537054000609654,6217
tessera,shrink_a0.1,linear,1,large(>500),0.533829843377275,1897
tessera,shrink_a0.1,knn,1,overall,0.4238893874440324,17136
tessera,shrink_a0.1,knn,1,tiny(<50),0.2766849264580682,2459
tessera,shrink_a0.1,knn,1,small(50-150),0.3901500998861668,6563
tessera,shrink_a0.1,knn,1,medium(150-500),0.4694937211921541,6217
tessera,shrink_a0.1,knn,1,large(>500),0.4329170972318289,1897
tessera,shrink_a0.1,linear,2,overall,0.470369781981834,17421
tessera,shrink_a0.1,linear,2,tiny(<50),0.3648361613039964,2830
tessera,shrink_a0.1,linear,2,small(50-150),0.4441386676706163,6609
tessera,shrink_a0.1,linear,2,medium(150-500),0.5030784965591977,6052
tessera,shrink_a0.1,linear,2,large(>500),0.5021237657453699,1930
tessera,shrink_a0.1,knn,2,overall,0.388626809520931,17421
